Q_ID,Question,Reference_Answer,Answer
5239,"Doctor, I'm experiencing some strange symptoms. I've been acting hostile towards my family, and I'm having problems with my movement. Also, I've noticed that I've been slurring my words lately.","1. **Most Likely Disease:** Substance-related mental disorder. While both stroke and substance-related mental disorder share the ""problems with movement"" symptom, substance-related mental disorder is the only disease listed with ""hostile behavior"" as a symptom, which the patient is experiencing. Slurred speech could potentially be related to a substance.

2. **Recommended Medication(s):**
    *   Lorazepam

3. **Suggested Medical Test(s):**
    *   Hematologic tests (Blood test)","**\n\n1. **Most Likely Disease:** Based on the combination of hostile behavior, problems with movement, and slurred speech, the most likely disease is **Stroke**. The evidence points to a chain of events: Subdural hemorrhage can lead to problems with movement, which can then manifest as a stroke, and strokes frequently cause slurred speech.\n\n2. **Recommended Medication(s):**  Treatment for stroke depends heavily on the type and severity. Potential medications include:\n    *   **Antiplatelet drugs** (e.g., aspirin, clopidogrel) to prevent further clot formation.\n    *   **Anticoagulants** (e.g., heparin, warfarin) to dissolve existing clots (if appropriate).\n    *   **Thrombolytics** (e.g., tPA) – medications to dissolve clots quickly, administered within a specific timeframe.\n    *   **Supportive care** – managing blood pressure, maintaining airway, and preventing complications.\n\n3. **Suggested Medical Test(s):**  To confirm the diagnosis and assess the extent of the stroke, the following tests are crucial:\n    *   **CT Scan of the Head:**  This is the initial test to quickly identify bleeding or other structural abnormalities in the brain.\n    *   **MRI of the Brain:** Provides a more detailed image of the brain tissue and can detect smaller strokes or other neurological issues.\n    *   **Neurological Examination:**  A thorough assessment of motor skills, reflexes, sensation, speech, and cognitive function.\n    *   **Blood Tests:** To check for clotting factors, blood sugar levels, and other indicators of stroke risk.\n    *   **ECG (Electrocardiogram):** To assess heart rhythm, as atrial fibrillation is a common cause of stroke.\n\n\n\n**"
913,"Hi Doctor, I've been feeling very weak and fatigued lately. I also noticed that my muscles have been shrinking and I'm having trouble building muscle. ","1. **Most Likely Disease:** Fibromyalgia. The symptoms of fatigue and muscle pain/difficulty building muscle align with the symptoms listed for fibromyalgia. While muscle wasting can occur in other conditions, it's not a primary feature listed in the table for Cirrhosis, whereas muscle pain and fatigue are core symptoms of Fibromyalgia.

2. **Recommended Medication(s):**
* Pregabalin (Lyrica)
* Tizanidine
* Nortriptyline
* Milnacipran (Savella)
* Chlorzoxazone
* Oxymorphone (Opana)

3. **Suggested Medical Test(s):**
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)
* Bone density scan
* Depression screen (Depression screening)","**\n\n1. **Most Likely Disease:** Based on the reported weakness, fatigue, muscle shrinkage, and difficulty building muscle, the most likely disease is **Metabolic Disorder**. The provided evidence links weakness, muscle pain, and fatigue to metabolic disorders like Fibromyalgia and Hypertrophic Obstructive Cardiomyopathy (HOCM). Muscle swelling, a symptom of HOCM, further supports this possibility.\n\n2. **Recommended Medication(s):**  Given the potential for a metabolic disorder, treatment would be highly dependent on the specific diagnosis. However, potential approaches include:\n    *   **Vitamin D supplementation:** Many metabolic disorders are linked to deficiencies.\n    *   **B vitamins:** Support energy production and nerve function.\n    *   **Creatine:** May help with muscle building and strength, particularly if muscle wasting is a prominent symptom.\n    *   **Medications to manage specific metabolic imbalances:** This would be determined by a metabolic specialist based on diagnostic testing.\n\n3. **Suggested Medical Test(s):** To confirm the diagnosis and determine the underlying cause, the following tests are recommended:\n    *   **Blood tests:** Complete blood count (CBC), electrolytes, liver function tests, kidney function tests, thyroid function tests, vitamin D levels, B vitamin levels, and a comprehensive metabolic panel (CMP).\n    *   **Urine analysis:** To assess for metabolic abnormalities.\n    *   **Ultrasonography (Ultrasound):** As mentioned in the evidence, this can detect metabolic disorders and potentially identify issues like HOCM.\n    *   **Cardiac evaluation:**  Electrocardiogram (ECG), echocardiogram, and potentially a cardiac MRI to assess heart function if HOCM is suspected.\n\n**"
205,"Hi doctor, I am experiencing some pain in my lower abdomen and after a few tests, I have been diagnosed with a benign kidney cyst. What medical tests do I need to undergo now? ","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Benign Kidney Cyst. The patient has already been diagnosed with this based on tests. While lower abdominal pain can have many causes, the question specifically states a diagnosis of a benign kidney cyst. Further testing is to monitor the cyst and rule out complications or other potential causes of the pain.

2. **Recommended Medication(s):**
    *   Pain relievers (e.g., Acetaminophen, Ibuprofen)

3. **Suggested Medical Test(s):**
    *   Repeat Ultrasound
    *   CT Scan of Abdomen and Pelvis
    *   MRI of Abdomen and Pelvis
    *   Urinalysis
    *   Blood Pressure Measurement","**\n\n1. **Most Likely Disease:**\nBenign kidney cyst. The patient has already been diagnosed with this condition. Further investigation is likely focused on monitoring its growth and ensuring it isn't causing any complications.\n\n2. **Recommended Medication(s):**\nSince a benign kidney cyst typically doesn't require medication, treatment usually involves observation. However, if there are symptoms like pain or infection, medications might be prescribed. Options include:\n    *   **Pain relievers:** Acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) for pain management.\n    *   **Antibiotics:** If there’s an infection associated with the cyst.\n    *   **Alpha-blockers:**  Sometimes used to help reduce pressure on the ureter if the cyst is causing urinary obstruction.\n\n3. **Suggested Medical Test(s):**\nGiven the diagnosis of a benign kidney cyst, the following tests might be considered:\n    *   **Ultrasound:** A non-invasive imaging test to visualize the cyst and assess its size and characteristics.\n    *   **CT Scan or MRI:**  These provide more detailed images of the kidney and surrounding structures, particularly if the ultrasound is inconclusive or if further evaluation is needed.\n    *   **Urine Analysis:** To check for signs of infection.\n    *   **Urine Cytology:** To rule out the possibility of malignancy (though rare with benign cysts).\n    *   **Repeat Ultrasound/Imaging:** To monitor the cyst's size and appearance over time.\n\n\n\n**"
2254,"Doctor, I am experiencing some pain and soreness in my breast, along with some back pain and difficulty breathing. What could be the problem?","1. **Most Likely Disease:** Dengue fever, Problem during pregnancy, Abscess of the lung.
The patient exhibits pain or soreness of the breast, which aligns with dengue fever, back pain, which aligns with problem during pregnancy, and difficulty breathing, which is related to abscess of the lung

2. **Recommended Medication(s):**
*   Acetaminophen
*   Multivitamin, Prenatal
*   Budesonide

3. **Suggested Medical Test(s):**
*   CT scan abdomen (Ct of abdomen)
*   Standard pregnancy test
*   Radiographic imaging procedure","**\n\n1. **Most Likely Disease:**\nBased on the symptoms of breast pain and soreness, back pain, and difficulty breathing, the most likely disease is **Restless Leg Syndrome**. The knowledge graph indicates that Restless Leg Syndrome *has symptom* “Difficulty_breathing” and “Back_pain” is *possible_disease* of “Restless_leg_syndrome”.  Ovarian torsion is also a possibility, but the difficulty breathing is more strongly linked to Restless Leg Syndrome in this context.\n\n2. **Recommended Medication(s):**\nGiven the likely diagnosis of Restless Leg Syndrome, treatment options might include:\n*   **Gabapentin or Pregabalin:** These medications are often used to manage the uncomfortable sensations associated with Restless Leg Syndrome.\n*   **Clonazepam:** A benzodiazepine that can help reduce leg movements and improve sleep.\n*   **Iron supplementation:** Restless Leg Syndrome can sometimes be linked to iron deficiency.\n*   **Magnesium supplementation:**  May help alleviate symptoms in some individuals.\n\n3. **Suggested Medical Test(s):**\nTo confirm the diagnosis of Restless Leg Syndrome, the following tests would be beneficial:\n*   **Neurological Examination:** To assess motor and sensory function.\n*   **Blood Tests:** Including a complete blood count (CBC) and iron studies to rule out other potential causes and assess for iron deficiency.\n*   **Polysomnography (Sleep Study):** This test monitors brain waves, eye movements, and muscle activity during sleep to identify leg movements and other sleep-related abnormalities.\n\n\n\n**"
2007,"Doctor, I've been experiencing shortness of breath, drainage in my throat, weakness in my wrist, and I've been coughing up blood. What could be the problem?","1. **Most Likely Disease:** Abscess of the lung. This is the most likely diagnosis as it is the only disease in the provided data that includes all the major symptoms: shortness of breath, drainage in the throat, wrist weakness (less directly related, but possible due to overall weakness), and coughing up blood (hemoptysis). Atelectasis, while having cough and shortness of breath, doesn't explain the hemoptysis, drainage in the throat or wrist weakness as well.

2. **Recommended Medication(s):**
* Meropenem
* Vancomycin
* Budesonide
* Dexamethasone Topical Product
* Docusate (Colace)

3. **Suggested Medical Test(s):**
* Radiographic imaging procedure
* X-ray computed tomography (Scan ct)
* Plain x-ray (X ray)
* Cardiac monitoring (Cardiac monitor)
* Hematologic tests (Blood test)
* Complete blood count (Cbc)
* Electrocardiogram","**\n\n1. **Most Likely Disease:**\nBased on the combination of symptoms – shortness of breath, drainage in the throat, weakness in the wrist, and coughing up blood – the most likely disease is **Abscess of the Lung (Pneumonia with complications)**. The drainage in the throat, shortness of breath, and coughing up blood are all consistent with a lung infection. Wrist weakness could be a secondary symptom due to systemic inflammation or, less likely, a complication related to the infection’s spread.\n\n2. **Recommended Medication(s):**\n*   **Antibiotics:** Broad-spectrum antibiotics like **Amoxicillin-Clavulanate**, **Ceftriaxone**, or **Azithromycin** would be necessary to combat the bacterial infection. The specific choice depends on local antibiotic resistance patterns.\n*   **Pain Relief:** **Ibuprofen** or **Acetaminophen** can help manage pain and fever.\n*   **Bronchodilators:** Medications like **Albuterol** or **Ipratropium** might be needed to open up the airways if there’s significant difficulty breathing.\n*   **Supportive Care:** Rest, hydration, and potentially supplemental oxygen may be required.\n\n3. **Suggested Medical Test(s):**\n*   **Chest X-ray:** To visualize the lung and identify any consolidation, fluid buildup, or abscess formation.\n*   **Blood Tests:** A complete blood count (CBC) to assess for infection, and inflammatory markers (CRP, ESR) to gauge the severity of the inflammation.\n*   **Sputum Culture and Sensitivity:** To identify the specific bacteria causing the infection and determine which antibiotics are most effective.\n*   **CT Scan of the Chest:** Provides a more detailed image of the lungs than an X-ray and can help identify the extent and location of the abscess.\n*   **Pulse Oximetry:** To measure blood oxygen saturation and assess the severity of shortness of breath.\n\n\n**"
1829,"Doctor, I have been experiencing sharp chest pain along with an irregular heartbeat. What could be the problem?","1. **Most Likely Disease:**
Coronary atherosclerosis. This is because it's the only disease in the provided data that lists *both* sharp chest pain and irregular heartbeat as symptoms. While other diseases include sharp chest pain, they do not also list irregular heartbeat.

2. **Recommended Medication(s):**
Aspirin

3. **Suggested Medical Test(s):**
Electrocardiogram","**\n\n1. **Most Likely Disease:**\nBased on the provided information – sharp chest pain and irregular heartbeat – the most likely disease is **Panic Disorder**. The knowledge graph indicates that “Sharp_chest_pain” is a symptom of “Panic_disorder,” which can, in turn, lead to “Irregular_heartbeat.” While other conditions could cause these symptoms, panic disorder is a reasonable starting point given the limited data.\n\n2. **Recommended Medication(s):**\n*   **Selective Serotonin Reuptake Inhibitors (SSRIs):** Medications like **escitalopram** or **sertraline** are often used to manage panic disorder symptoms.\n*   **Benzodiazepines:** Medications like **lorazepam** or **alprazolam** can provide short-term relief from anxiety and panic attacks, but should be used cautiously due to potential for dependence.\n*   **Beta-blockers:** Medications like **propranolol** can help manage the physical symptoms of panic, such as rapid heartbeat.\n*   **Cognitive Behavioral Therapy (CBT):**  This is a crucial non-medication treatment that helps patients develop coping mechanisms for panic attacks.\n\n3. **Suggested Medical Test(s):**\n*   **Electrocardiogram (ECG/EKG):** To assess the heart’s electrical activity and identify any abnormalities contributing to the irregular heartbeat.\n*   **Holter Monitor:** A portable ECG that records heart activity over 24-48 hours to detect intermittent arrhythmias.\n*   **Physical Examination:** A thorough physical exam to assess overall health and rule out other potential causes of chest pain.\n*   **Blood Tests:** Including a complete blood count (CBC), electrolytes, and cardiac enzymes to assess overall health and rule out other conditions.\n*   **Psychological Evaluation:** A psychiatrist or psychologist can conduct an evaluation to assess for panic disorder and other mental health conditions.\n\n\n**"
1144,I have been diagnosed with primary kidney disease. What are the required medications for it? ,"Since you indicated there is no reference table available, I will answer using my own medical knowledge.

1. **Most Likely Disease:** Primary Kidney Disease. The prompt itself states the diagnosis, therefore, this is the most likely disease. ""Primary"" indicates the kidney disease originated in the kidneys themselves, rather than being caused by another underlying condition like diabetes or high blood pressure.

2. **Recommended Medication(s):**

*   ACE inhibitors (e.g., Lisinopril, Enalapril)
*   ARBs (e.g., Valsartan, Losartan)
*   Diuretics (e.g., Furosemide, Hydrochlorothiazide)
*   Corticosteroids (e.g., Prednisone)
*   Immunosuppressants (e.g., Cyclosporine, Mycophenolate mofetil)
*   Phosphate binders (e.g., Sevelamer, Lanthanum carbonate)
*   Erythropoiesis-stimulating agents (ESAs) (e.g., Epoetin alfa, Darbepoetin alfa)
*   Vitamin D analogs (e.g., Calcitriol)

3. **Suggested Medical Test(s):**

*   Urinalysis
*   Urine protein creatinine ratio
*   Estimated Glomerular Filtration Rate (eGFR)
*   Kidney ultrasound
*   Kidney biopsy
*   Blood urea nitrogen (BUN)
*   Serum creatinine
*   Electrolyte panel
*   Complete blood count (CBC)
*   Parathyroid hormone (PTH)
*   Vitamin D level","**\n\n1. **Most Likely Disease:**\nBased on the provided information, the patient has been diagnosed with primary kidney disease. This diagnosis itself indicates a problem originating within the kidneys themselves, rather than being caused by another condition.\n\n2. **Recommended Medication(s):**\nThe provided knowledge graph doesn’t offer specific medications for primary kidney disease. Treatment is highly individualized and depends on the specific type and stage of the disease. However, based on general kidney disease management, potential medications include:\n    *   **ACE inhibitors or ARBs:** To control blood pressure and protect the kidneys.\n    *   **Diuretics:** To reduce fluid buildup.\n    *   **Phosphate binders:** To manage high phosphate levels.\n    *   **Erythropoiesis-stimulating agents (ESAs):** To treat anemia (common in kidney disease).\n    *   **Vitamin D analogs:** To help with bone health.\n\n3. **Suggested Medical Test(s):**\nTo confirm the diagnosis and determine the specific type and severity of primary kidney disease, the following tests are crucial:\n    *   **Blood tests:** Including creatinine, BUN (blood urea nitrogen), electrolytes, and complete blood count (CBC).\n    *   **Urine tests:** Including urinalysis and urine protein/creatinine ratio.\n    *   **Kidney ultrasound:** To visualize the kidneys and assess their structure.\n    *   **Kidney biopsy:**  May be necessary to determine the specific cause of the kidney disease.\n\n\n**"
840,"Doctor, I have been experiencing severe back pain and stiffness. Sometimes the pain even radiates to my neck and shoulders. I also find it difficult to move my back freely.","1. **Most Likely Disease:** Spondylitis. The patient reports back pain, stiffness, and pain radiating to the neck and shoulders, along with limited back mobility. These symptoms strongly align with spondylitis, which involves inflammation of the vertebrae and can cause stiffness and referred pain. Fibromyalgia is also possible as it includes back pain, neck pain, and shoulder pain. However, the stiffness and limited movement described by the patient are more characteristic of spondylitis.

2. **Recommended Medication(s):**
* Cyclobenzaprine
* Diazepam (Valium)
* Carisoprodol (Soma)
* Orphenadrine (Flexon)
* Methocarbamol
* Tizanidine

3. **Suggested Medical Test(s):**
* Plain x-ray (X ray)
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)","**\n\n1. **Most Likely Disease:**\nBased on the symptoms of severe back pain, stiffness, radiating pain to the neck and shoulders, and difficulty moving the back freely, the most likely disease is **Spondylitis**. The knowledge graph indicates that back pain is a possible symptom of Spondylitis, which can cause stiffness and related movement difficulties.\n\n2. **Recommended Medication(s):**\n*   **NSAIDs (Nonsteroidal Anti-inflammatory Drugs):** Medications like ibuprofen or naproxen can help reduce pain and inflammation.\n*   **Muscle Relaxants:** Medications such as cyclobenzaprine or methocarbamol can alleviate muscle spasms associated with the stiffness.\n*   **Corticosteroids:** Prednisone can be used to reduce inflammation, particularly in more severe cases. (Use with caution and under medical supervision due to potential side effects).\n*   **Physical Therapy:** While not a medication, physical therapy exercises are crucial for strengthening back muscles and improving mobility.\n\n3. **Suggested Medical Test(s):**\n*   **X-rays:** To visualize the spine and identify any structural abnormalities, such as arthritis or bone spurs.\n*   **MRI (Magnetic Resonance Imaging):** Provides detailed images of the soft tissues, including discs and ligaments, to assess for inflammation, damage, or other issues.\n*   **Blood Tests:** To rule out other conditions that could be causing similar symptoms, such as rheumatoid arthritis or inflammatory bowel disease.\n*   **Physical Examination:** A thorough physical exam by a physician to assess range of motion, tenderness, and neurological function.\n\n\n**"
4468,"Doctor, I recently had an ultrasound and they found a mass on my kidney. What could this mean?","1. **Most Likely Disease:** Liver cancer. The table lists ""Kidney mass"" as a symptom and ""Ultrasonography (Ultrasound)"" as a medical test associated with Liver cancer. The patient's ultrasound found a kidney mass.

2. **Recommended Medication(s):**
   * Spironolactone

3. **Suggested Medical Test(s):**
   * Ultrasonography (Ultrasound)
   * Magnetic resonance imaging (MRI)","**\n\n1. **Most Likely Disease:**\nBased on the information provided – a mass found on the kidney – the most likely disease is **Pyelonephritis**. This is a kidney infection characterized by back pain and suprapubic pain, which are symptoms mentioned in the provided knowledge graph. While other possibilities exist, the combination of a kidney mass and these pain symptoms strongly suggests a kidney infection.\n\n2. **Recommended Medication(s):**\n*   **Antibiotics:**  The primary treatment for pyelonephritis is antibiotics. Common choices include **cephalexin**, **amoxicillin-clavulanate**, or **nitrofurantoin**, depending on the specific bacteria involved and local resistance patterns.\n*   **Pain Relief:**  Over-the-counter pain relievers like **acetaminophen** or **ibuprofen** can help manage pain and fever.\n*   **Hydration:** Increased fluid intake is crucial to help flush out the infection.\n\n3. **Suggested Medical Test(s):**\n*   **Urinalysis:** To check for signs of infection, such as white blood cells and bacteria.\n*   **Urine Culture and Sensitivity:**  This test identifies the specific bacteria causing the infection and determines which antibiotics will be most effective.\n*   **CT Scan or MRI of the Kidney:** To visualize the mass, assess its size and characteristics, and rule out other potential causes (e.g., tumor, abscess).\n*   **Blood Tests:** To check for signs of systemic infection (e.g., elevated white blood cell count).\n\n\n\n**"
713,"Doctor, I was diagnosed with diabetic ketoacidosis. What tests do I need to take?<EOS>","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Diabetic Ketoacidosis (DKA). The patient states they were diagnosed with it.

2. **Recommended Medication(s):**
    * Insulin
    * IV fluids (e.g., Normal Saline)
    * Potassium chloride (if needed)
    * Sodium bicarbonate (in specific circumstances)

3. **Suggested Medical Test(s):**
    * Blood glucose
    * Serum ketones
    * Arterial blood gas (ABG)
    * Electrolyte panel (Sodium, Potassium, Chloride, Bicarbonate)
    * Blood urea nitrogen (BUN) and Creatinine
    * Complete blood count (CBC)
    * Urinalysis
    * EKG
    * Serum Osmolality","**\n\n1. **Most Likely Disease:**\nDiabetic Ketoacidosis (DKA). This is the diagnosis already provided, and it’s a serious complication of diabetes characterized by high blood sugar, ketone buildup, and metabolic acidosis.\n\n2. **Recommended Medication(s):**\n*   **Insulin:**  Essential for lowering blood glucose levels and stopping ketone production. Typically administered intravenously initially.\n*   **Intravenous Fluids:** To correct dehydration and electrolyte imbalances.\n*   **Potassium Replacement:** DKA can cause potassium loss, so supplementation is often needed.\n*   **Sodium Bicarbonate:** May be used in severe cases to correct metabolic acidosis.\n\n3. **Suggested Medical Test(s):**\n*   **Blood Glucose:** To measure the level of sugar in the blood.\n*   **Ketone Blood Test:** To detect the presence of ketones in the blood, a hallmark of DKA.\n*   **Electrolyte Panel (Sodium, Potassium, Chloride, Bicarbonate):** To assess electrolyte imbalances.\n*   **Arterial Blood Gas (ABG):** To measure blood pH and bicarbonate levels, confirming metabolic acidosis.\n*   **Urinalysis:** To check for glucose and ketones in the urine.\n\n\n**"
