Q_ID,Question,Reference_Answer,Answer
5239,"Doctor, I'm experiencing some strange symptoms. I've been acting hostile towards my family, and I'm having problems with my movement. Also, I've noticed that I've been slurring my words lately.","1. **Most Likely Disease:** Substance-related mental disorder. While both stroke and substance-related mental disorder share the ""problems with movement"" symptom, substance-related mental disorder is the only disease listed with ""hostile behavior"" as a symptom, which the patient is experiencing. Slurred speech could potentially be related to a substance.

2. **Recommended Medication(s):**
    *   Lorazepam

3. **Suggested Medical Test(s):**
    *   Hematologic tests (Blood test)","**\n\n1. **Most Likely Disease:** Stroke is the most likely diagnosis given the combination of hostile behavior, movement problems, and slurred speech. These symptoms can be indicative of a neurological event affecting the brain.\n\n2. **Recommended Medication(s):**  Given the potential for stroke, immediate treatment is crucial. Medications like **blood thinners** (e.g., aspirin, clopidogrel) are often prescribed to reduce blood clot formation.  **Anticoagulants** (e.g., warfarin, heparin) may be necessary to prevent further clot formation.  **Antiplatelet agents** (e.g., aspirin) can also be considered.  **Statins** may be beneficial to lower cholesterol levels, which can contribute to stroke risk.  Furthermore, medications to manage blood pressure and manage any underlying conditions (like diabetes) are important.\n\n3. **Suggested Medical Test(s):**\n    *   **Electrocardiogram (ECG):** To assess heart rhythm and detect any abnormalities.\n    *   **CT Scan of the Brain:** To visualize the brain and identify any structural damage caused by a stroke.\n    *   **Blood Tests:** Including a complete blood count (CBC), electrolytes, kidney function tests, and lipid panel to assess overall health and rule out other potential causes of the symptoms.\n\n**"
913,"Hi Doctor, I've been feeling very weak and fatigued lately. I also noticed that my muscles have been shrinking and I'm having trouble building muscle. ","1. **Most Likely Disease:** Fibromyalgia. The symptoms of fatigue and muscle pain/difficulty building muscle align with the symptoms listed for fibromyalgia. While muscle wasting can occur in other conditions, it's not a primary feature listed in the table for Cirrhosis, whereas muscle pain and fatigue are core symptoms of Fibromyalgia.

2. **Recommended Medication(s):**
* Pregabalin (Lyrica)
* Tizanidine
* Nortriptyline
* Milnacipran (Savella)
* Chlorzoxazone
* Oxymorphone (Opana)

3. **Suggested Medical Test(s):**
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)
* Bone density scan
* Depression screen (Depression screening)","**\n\n1. **Most Likely Disease:**  Pituitary Adenoma – This is a strong possibility given the muscle swelling, muscle pain, and the fact that it’s potentially causing a “sharp chest pain.”  Pituitary adenomas are a common cause of these symptoms, and they can lead to hormonal imbalances and associated issues.\n\n2. **Recommended Medication(s):**  Several medications could be considered, depending on the specific type and severity of the adenoma. Options include:\n    *   **Surgery:**  The most definitive treatment is surgical removal of the pituitary adenoma.\n    *   **Medications:**  Medications like **levodopa** (for Parkinson's disease) or **anti-androgens** (to reduce testosterone levels) might be prescribed to manage hormonal imbalances associated with the adenoma.\n    *   **Radiation Therapy:**  In some cases, radiation therapy may be used to shrink the tumor.\n\n3. **Suggested Medical Test(s):**\n    *   **MRI of the Brain:**  This is crucial to visualize the pituitary gland and identify the adenoma.\n    *   **Blood Tests:**  To assess hormone levels (testosterone, DHEA-S, LH, FSH) and thyroid function.\n    *   **CT Scan of the Chest:** To rule out other potential causes of chest pain.\n\n**"
205,"Hi doctor, I am experiencing some pain in my lower abdomen and after a few tests, I have been diagnosed with a benign kidney cyst. What medical tests do I need to undergo now? ","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Benign Kidney Cyst. The patient has already been diagnosed with this based on tests. While lower abdominal pain can have many causes, the question specifically states a diagnosis of a benign kidney cyst. Further testing is to monitor the cyst and rule out complications or other potential causes of the pain.

2. **Recommended Medication(s):**
    *   Pain relievers (e.g., Acetaminophen, Ibuprofen)

3. **Suggested Medical Test(s):**
    *   Repeat Ultrasound
    *   CT Scan of Abdomen and Pelvis
    *   MRI of Abdomen and Pelvis
    *   Urinalysis
    *   Blood Pressure Measurement","**\n\n1. **Most Likely Disease:**  Benign kidney cyst.  Kidney cysts are common and often asymptomatic, though they can sometimes cause pain or urinary symptoms.\n\n2. **Recommended Medication(s):**  The patient’s symptoms suggest possible inflammation or irritation of the urinary tract.  Treatment options would likely include:\n    *   **Pain relievers:** Acetaminophen (Tylenol) or NSAIDs (ibuprofen, naproxen) to manage pain and inflammation.\n    *   **Antibiotics:** If there’s any suspicion of infection (blood in urine, fever), antibiotics would be necessary.\n    *   **Hydration:** Drinking plenty of fluids is crucial to help flush out irritants.\n\n3. **Suggested Medical Test(s):**\n    *   **Urinalysis:** To check for blood, infection, and other abnormalities.\n    *   **Complete Blood Count (CBC):** To assess for signs of infection or inflammation.\n    *   **Imaging (Ultrasound or CT scan):**  To rule out any complications like obstruction or malignancy.\n\n**"
2254,"Doctor, I am experiencing some pain and soreness in my breast, along with some back pain and difficulty breathing. What could be the problem?","1. **Most Likely Disease:** Dengue fever, Problem during pregnancy, Abscess of the lung.
The patient exhibits pain or soreness of the breast, which aligns with dengue fever, back pain, which aligns with problem during pregnancy, and difficulty breathing, which is related to abscess of the lung

2. **Recommended Medication(s):**
*   Acetaminophen
*   Multivitamin, Prenatal
*   Budesonide

3. **Suggested Medical Test(s):**
*   CT scan abdomen (Ct of abdomen)
*   Standard pregnancy test
*   Radiographic imaging procedure","**\n\n1. **Most Likely Disease:**  \n   The patient's symptoms – chest pain, back pain, and difficulty breathing – are highly suggestive of a cardiac issue, specifically angina or a possible heart attack. The combination of these symptoms warrants immediate medical evaluation.\n\n2. **Recommended Medication(s):**\n   * **Nitroglycerin:** This medication can help dilate blood vessels, improving blood flow to the heart and potentially relieving chest pain.\n   * **Aspirin:**  Can help prevent blood clots and reduce the risk of heart attack.\n   * **Beta-blockers:** These medications can help lower heart rate and blood pressure, reducing the workload on the heart.\n   * **Statins:**  To lower cholesterol levels, which can contribute to heart disease.\n\n3. **Suggested Medical Test(s):**\n   * **Electrocardiogram (ECG/EKG):** To assess the heart's electrical activity and look for signs of ischemia (reduced blood flow).\n   * **Blood Tests:** Including cardiac enzymes (troponin) to check for heart muscle damage.  Complete blood count (CBC) to assess for anemia or infection.\n   * **Echocardiogram:** An ultrasound of the heart to evaluate its structure and function.\n\n**"
2007,"Doctor, I've been experiencing shortness of breath, drainage in my throat, weakness in my wrist, and I've been coughing up blood. What could be the problem?","1. **Most Likely Disease:** Abscess of the lung. This is the most likely diagnosis as it is the only disease in the provided data that includes all the major symptoms: shortness of breath, drainage in the throat, wrist weakness (less directly related, but possible due to overall weakness), and coughing up blood (hemoptysis). Atelectasis, while having cough and shortness of breath, doesn't explain the hemoptysis, drainage in the throat or wrist weakness as well.

2. **Recommended Medication(s):**
* Meropenem
* Vancomycin
* Budesonide
* Dexamethasone Topical Product
* Docusate (Colace)

3. **Suggested Medical Test(s):**
* Radiographic imaging procedure
* X-ray computed tomography (Scan ct)
* Plain x-ray (X ray)
* Cardiac monitoring (Cardiac monitor)
* Hematologic tests (Blood test)
* Complete blood count (Cbc)
* Electrocardiogram","\n1. **Most Likely Disease:**  \n   Laryngitis – Inflammation of the vocal cords, often caused by viral or bacterial infections, can lead to hoarseness, throat discomfort, and voice changes.\n\n2. **Recommended Medication(s):**\n   * Ibuprofen: Reduces inflammation and pain associated with laryngitis.\n   * Corticosteroids (Prednisone): Can reduce inflammation and swelling.\n   * Voice rest and hydration are crucial for recovery.\n   * Consider a vocal rest therapy.\n\n3. **Suggested Medical Test(s):**\n   * Physical examination of the throat to assess for swelling, redness, or other signs of inflammation.\n   * Laryngoscopy: A procedure to visualize the vocal cords and throat to confirm the diagnosis and rule out other conditions.\n\n"
1829,"Doctor, I have been experiencing sharp chest pain along with an irregular heartbeat. What could be the problem?","1. **Most Likely Disease:**
Coronary atherosclerosis. This is because it's the only disease in the provided data that lists *both* sharp chest pain and irregular heartbeat as symptoms. While other diseases include sharp chest pain, they do not also list irregular heartbeat.

2. **Recommended Medication(s):**
Aspirin

3. **Suggested Medical Test(s):**
Electrocardiogram","**\n\n1. **Most Likely Disease:** Panic disorder is the most likely diagnosis given the patient’s symptoms of sharp chest pain and irregular heartbeat. This is because both conditions can be associated with anxiety and a heightened sense of impending doom, leading to erratic heart rhythms.\n\n2. **Recommended Medication(s):** Several medications could be considered, depending on the underlying cause. Options include:\n    *   **Anti-anxiety medications:** Sertraline (Zoloft) or Buspirone (Buspar) could help manage anxiety symptoms.\n    *   **Beta-blockers:** Propranolol (Inderal) can help regulate heart rate and blood pressure, potentially reducing the irregular heartbeat.\n    *   **Anti-arrhythmic medications:** These could be prescribed if the irregular heartbeat is a result of an underlying arrhythmia.\n\n3. **Suggested Medical Test(s):**\n    *   **Electrocardiogram (ECG/EKG):** This is crucial to assess the heart rhythm and identify any abnormalities.\n    *   **Holter monitor:** This device continuously records the patient's heart rhythm over 24-48 hours to detect intermittent arrhythmias.\n    *   **Blood tests:** Complete blood count (CBC) and thyroid function tests may be ordered to rule out other medical conditions that could be contributing to the symptoms.\n\n**"
1144,I have been diagnosed with primary kidney disease. What are the required medications for it? ,"Since you indicated there is no reference table available, I will answer using my own medical knowledge.

1. **Most Likely Disease:** Primary Kidney Disease. The prompt itself states the diagnosis, therefore, this is the most likely disease. ""Primary"" indicates the kidney disease originated in the kidneys themselves, rather than being caused by another underlying condition like diabetes or high blood pressure.

2. **Recommended Medication(s):**

*   ACE inhibitors (e.g., Lisinopril, Enalapril)
*   ARBs (e.g., Valsartan, Losartan)
*   Diuretics (e.g., Furosemide, Hydrochlorothiazide)
*   Corticosteroids (e.g., Prednisone)
*   Immunosuppressants (e.g., Cyclosporine, Mycophenolate mofetil)
*   Phosphate binders (e.g., Sevelamer, Lanthanum carbonate)
*   Erythropoiesis-stimulating agents (ESAs) (e.g., Epoetin alfa, Darbepoetin alfa)
*   Vitamin D analogs (e.g., Calcitriol)

3. **Suggested Medical Test(s):**

*   Urinalysis
*   Urine protein creatinine ratio
*   Estimated Glomerular Filtration Rate (eGFR)
*   Kidney ultrasound
*   Kidney biopsy
*   Blood urea nitrogen (BUN)
*   Serum creatinine
*   Electrolyte panel
*   Complete blood count (CBC)
*   Parathyroid hormone (PTH)
*   Vitamin D level","**\n\n1. **Most Likely Disease:** Cirrhosis is the most likely disease given the patient’s diagnosis of primary kidney disease. Cirrhosis is a chronic condition characterized by scarring of the kidneys, which can lead to impaired kidney function and various complications.\n\n2. **Recommended Medication(s):**\n    *   **Laphracetam:** This medication is a potential option for managing the complications of cirrhosis, including edema (swelling) and ascites (fluid buildup in the abdomen).\n    *   **Vitamin D analogs (e.g., calcitriol):** These medications help regulate calcium and phosphate levels, which are often elevated in patients with cirrhosis.\n    *   **ACE inhibitors or ARBs:** These medications can help protect the kidneys from further damage and reduce blood pressure.\n    *   **Monitoring:** Regular blood tests (including kidney function tests, electrolytes, and liver function tests) are crucial to monitor the patient's condition and adjust treatment as needed.\n\n3. **Suggested Medical Test(s):**\n    *   **Kidney Function Tests (Creatinine, BUN, eGFR):** To assess kidney function and detect any abnormalities.\n    *   **Liver Function Tests (ALT, AST, Bilirubin):** To evaluate liver health.\n    *   **Complete Blood Count (CBC):** To check for anemia or other blood disorders.\n    *   **Imaging (Ultrasound or CT scan):** To assess the extent of scarring and identify any structural abnormalities in the kidneys.\n\n**"
840,"Doctor, I have been experiencing severe back pain and stiffness. Sometimes the pain even radiates to my neck and shoulders. I also find it difficult to move my back freely.","1. **Most Likely Disease:** Spondylitis. The patient reports back pain, stiffness, and pain radiating to the neck and shoulders, along with limited back mobility. These symptoms strongly align with spondylitis, which involves inflammation of the vertebrae and can cause stiffness and referred pain. Fibromyalgia is also possible as it includes back pain, neck pain, and shoulder pain. However, the stiffness and limited movement described by the patient are more characteristic of spondylitis.

2. **Recommended Medication(s):**
* Cyclobenzaprine
* Diazepam (Valium)
* Carisoprodol (Soma)
* Orphenadrine (Flexon)
* Methocarbamol
* Tizanidine

3. **Suggested Medical Test(s):**
* Plain x-ray (X ray)
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)","\n1. **Most Likely Disease:** Spondylitis (inflammation of the spine)\n2. **Recommended Medication(s):**  Acetaminophen (Tylenol), NSAIDs (Ibuprofen, Naproxen), Physical therapy, and potentially Corticosteroids for inflammation.\n3. **Suggested Medical Test(s):** X-ray of the spine, MRI of the spine, Blood tests (CBC, ESR, CRP) to assess inflammation levels.\n\n"
4468,"Doctor, I recently had an ultrasound and they found a mass on my kidney. What could this mean?","1. **Most Likely Disease:** Liver cancer. The table lists ""Kidney mass"" as a symptom and ""Ultrasonography (Ultrasound)"" as a medical test associated with Liver cancer. The patient's ultrasound found a kidney mass.

2. **Recommended Medication(s):**
   * Spironolactone

3. **Suggested Medical Test(s):**
   * Ultrasonography (Ultrasound)
   * Magnetic resonance imaging (MRI)","\n1. **Most Likely Disease:**  \n   The mass detected on the ultrasound is most likely a **renal cyst**. Renal cysts are fluid-filled sacs that can develop in the kidneys. They are often benign (non-cancerous) and can vary in size.\n\n2. **Recommended Medication(s):**\n   While there isn't a single \""cure\"" for renal cysts, treatment options depend on the size, location, and whether they are causing symptoms. Possible options include:\n   *   **Observation:**  Small cysts may be monitored with regular ultrasounds to see if they grow.\n   *   **Medication:**  In some cases, medications like corticosteroids (prednisone) may be prescribed to shrink the cyst, especially if it's large or causing pain.\n   *   **Drainage:**  If the cyst is large or causing symptoms (like pain or blood in the urine), a surgical drain may be necessary to remove the fluid.\n\n3. **Suggested Medical Test(s):**\n   *   **Ultrasound Repeat:** A repeat ultrasound is crucial to assess the cyst's size, shape, and whether it's changing over time.\n   *   **Kidney Biopsy:**  If the ultrasound is inconclusive or the cyst is large, a kidney biopsy may be recommended to obtain a tissue sample for examination under a microscope. This can help determine if the cyst is cancerous.\n   *   **Blood Tests:** Blood tests can check for signs of inflammation or infection, which could be related to the cyst.\n\n"
713,"Doctor, I was diagnosed with diabetic ketoacidosis. What tests do I need to take?<EOS>","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Diabetic Ketoacidosis (DKA). The patient states they were diagnosed with it.

2. **Recommended Medication(s):**
    * Insulin
    * IV fluids (e.g., Normal Saline)
    * Potassium chloride (if needed)
    * Sodium bicarbonate (in specific circumstances)

3. **Suggested Medical Test(s):**
    * Blood glucose
    * Serum ketones
    * Arterial blood gas (ABG)
    * Electrolyte panel (Sodium, Potassium, Chloride, Bicarbonate)
    * Blood urea nitrogen (BUN) and Creatinine
    * Complete blood count (CBC)
    * Urinalysis
    * EKG
    * Serum Osmolality","**\n\n1. **Most Likely Disease:** Diabetic ketoacidosis (DKA) is a serious condition where the body produces excessive amounts of ketones due to a lack of insulin. This leads to a metabolic acidosis and can be life-threatening.\n\n2. **Recommended Medication(s):**\n    *   **Insulin:** Immediate administration of insulin is crucial to lower blood glucose levels and prevent further complications.\n    *   **Sodium bicarbonate:** To correct the metabolic acidosis and restore electrolyte balance.\n    *   **Glucose-lowering medications:**  Metformin or other oral hypoglycemic agents to manage blood sugar levels.\n    *   **IV fluids:** To address dehydration and electrolyte imbalances.\n\n3. **Suggested Medical Test(s):**\n    *   **Blood glucose levels:** To confirm the diagnosis of DKA.\n    *   **Ketone levels:** To assess the level of ketosis in the blood.\n    *   **Blood electrolytes:** Including sodium, potassium, and chloride, to evaluate for imbalances.\n    *   **Complete blood count (CBC):** To assess for signs of infection or other complications.\n    *   **Urinalysis:** To check for ketones in the urine.\n\n**"
