Q_ID,Question,Reference_Answer,Answer
5239,"Doctor, I'm experiencing some strange symptoms. I've been acting hostile towards my family, and I'm having problems with my movement. Also, I've noticed that I've been slurring my words lately.","1. **Most Likely Disease:** Substance-related mental disorder. While both stroke and substance-related mental disorder share the ""problems with movement"" symptom, substance-related mental disorder is the only disease listed with ""hostile behavior"" as a symptom, which the patient is experiencing. Slurred speech could potentially be related to a substance.

2. **Recommended Medication(s):**
    *   Lorazepam

3. **Suggested Medical Test(s):**
    *   Hematologic tests (Blood test)","**\n\n1. **Most Likely Disease:** Subdural hemorrhage is the most likely diagnosis given the patient’s symptoms of hostile behavior, movement problems, and slurred speech. This is because subdural hemorrhage can cause a sudden increase in intracranial pressure, leading to neurological symptoms like altered mental status, seizures, and impaired motor control.\n\n2. **Recommended Medication(s):**  The treatment would likely involve immediate management of the intracranial pressure.  Possible medications include:\n    *   **Intravenous fluids:** To restore fluid balance and reduce intracranial pressure.\n    *   **Blood pressure medications:** To control hypertension, which can exacerbate the effects of hemorrhage.\n    *   **Anticoagulants:** To prevent further clot formation.\n    *   **Neuroprotective agents:**  Such as mannitol or hypertonic saline, to help protect brain cells.\n\n3. **Suggested Medical Test(s):**\n    *   **CT scan of the brain:** This is the most crucial test to visualize the brain and identify the source of the hemorrhage.\n    *   **Electroencephalogram (EEG):** To assess for seizure activity and monitor brain electrical activity.\n    *   **Blood tests:** Including complete blood count (CBC), electrolytes, and coagulation studies to assess overall health and rule out other potential causes of neurological symptoms.\n\n**"
913,"Hi Doctor, I've been feeling very weak and fatigued lately. I also noticed that my muscles have been shrinking and I'm having trouble building muscle. ","1. **Most Likely Disease:** Fibromyalgia. The symptoms of fatigue and muscle pain/difficulty building muscle align with the symptoms listed for fibromyalgia. While muscle wasting can occur in other conditions, it's not a primary feature listed in the table for Cirrhosis, whereas muscle pain and fatigue are core symptoms of Fibromyalgia.

2. **Recommended Medication(s):**
* Pregabalin (Lyrica)
* Tizanidine
* Nortriptyline
* Milnacipran (Savella)
* Chlorzoxazone
* Oxymorphone (Opana)

3. **Suggested Medical Test(s):**
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)
* Bone density scan
* Depression screen (Depression screening)","**\n\n1. **Most Likely Disease:**  Fibromyalgia. The combination of weakness, fatigue, muscle shrinking, and difficulty building muscle strongly suggests Fibromyalgia. This chronic pain condition is characterized by widespread musculoskeletal pain, fatigue, sleep disturbances, and cognitive difficulties.\n\n2. **Recommended Medication(s):**  Several medications can be considered for Fibromyalgia, including:\n    *   **Duloxetine (Cymbalta):** An SNRI (Selective Serotonin Reuptake Inhibitor) that can help with pain and fatigue.\n    *   **Pregabalin (Lyrica):** Another SNRI that can alleviate pain and improve sleep.\n    *   **Tramadol:** A centrally acting analgesic that can be used for pain relief.\n    *   **Topical NSAIDs:**  May provide localized pain relief.\n\n3. **Suggested Medical Test(s):**\n    *   **Sleep Study (Polysomnography):** To rule out sleep apnea, a common feature of Fibromyalgia.\n    *   **MRI of the Spine and Limbs:** To rule out other neurological conditions that could be causing the symptoms.\n    *   **Blood Tests:** To rule out other conditions like thyroid disorders, vitamin deficiencies, and autoimmune diseases.\n\n**"
205,"Hi doctor, I am experiencing some pain in my lower abdomen and after a few tests, I have been diagnosed with a benign kidney cyst. What medical tests do I need to undergo now? ","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Benign Kidney Cyst. The patient has already been diagnosed with this based on tests. While lower abdominal pain can have many causes, the question specifically states a diagnosis of a benign kidney cyst. Further testing is to monitor the cyst and rule out complications or other potential causes of the pain.

2. **Recommended Medication(s):**
    *   Pain relievers (e.g., Acetaminophen, Ibuprofen)

3. **Suggested Medical Test(s):**
    *   Repeat Ultrasound
    *   CT Scan of Abdomen and Pelvis
    *   MRI of Abdomen and Pelvis
    *   Urinalysis
    *   Blood Pressure Measurement","**\n1. **Most Likely Disease:** Benign kidney cyst. A kidney cyst is a fluid-filled sac that develops on the surface of a kidney. They are often benign, but can sometimes cause symptoms like pain, urinary frequency, and blood in the urine.\n\n2. **Recommended Medication(s):** The patient’s diagnosis of a benign kidney cyst doesn’t require specific medication. However, monitoring for any changes in the cyst’s size or symptoms is important. Lifestyle modifications like staying hydrated and maintaining a healthy weight can be beneficial.\n\n3. **Suggested Medical Test(s):**\n    *   **Complete Blood Count (CBC):** To assess for any signs of infection or anemia.\n    *   **Urinalysis:** To check for blood or other abnormalities in the urine.\n    *   **Imaging (Ultrasound):** A non-invasive ultrasound scan can help determine the size and characteristics of the cyst.\n\n**"
2254,"Doctor, I am experiencing some pain and soreness in my breast, along with some back pain and difficulty breathing. What could be the problem?","1. **Most Likely Disease:** Dengue fever, Problem during pregnancy, Abscess of the lung.
The patient exhibits pain or soreness of the breast, which aligns with dengue fever, back pain, which aligns with problem during pregnancy, and difficulty breathing, which is related to abscess of the lung

2. **Recommended Medication(s):**
*   Acetaminophen
*   Multivitamin, Prenatal
*   Budesonide

3. **Suggested Medical Test(s):**
*   CT scan abdomen (Ct of abdomen)
*   Standard pregnancy test
*   Radiographic imaging procedure","**\n1. **Most Likely Disease:**  \n   Ovarian torsion is a serious condition where the ovary twists on its axis, potentially causing significant pain, bleeding, and infertility. It’s a rare but potentially life-threatening condition.\n\n2. **Recommended Medication(s):**\n   *   **Pain Management:**  Acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) can help manage the pain and soreness.\n   *   **Blood Tests:**  A complete blood count (CBC) to check for anemia, and potentially a beta-hCG test to rule out pregnancy.\n   *   **Consideration:**  Depending on the severity, hormonal monitoring may be necessary.\n\n3. **Suggested Medical Test(s):**\n   *   **Physical Examination:** A thorough physical examination of the breasts, back, and abdomen to assess for any signs of pain or abnormalities.\n   *   **Imaging:**  Ultrasound of the breasts and potentially a CT scan of the abdomen and pelvis to rule out other potential causes of pain and to assess for any abnormalities in the ovaries.\n\n**"
2007,"Doctor, I've been experiencing shortness of breath, drainage in my throat, weakness in my wrist, and I've been coughing up blood. What could be the problem?","1. **Most Likely Disease:** Abscess of the lung. This is the most likely diagnosis as it is the only disease in the provided data that includes all the major symptoms: shortness of breath, drainage in the throat, wrist weakness (less directly related, but possible due to overall weakness), and coughing up blood (hemoptysis). Atelectasis, while having cough and shortness of breath, doesn't explain the hemoptysis, drainage in the throat or wrist weakness as well.

2. **Recommended Medication(s):**
* Meropenem
* Vancomycin
* Budesonide
* Dexamethasone Topical Product
* Docusate (Colace)

3. **Suggested Medical Test(s):**
* Radiographic imaging procedure
* X-ray computed tomography (Scan ct)
* Plain x-ray (X ray)
* Cardiac monitoring (Cardiac monitor)
* Hematologic tests (Blood test)
* Complete blood count (Cbc)
* Electrocardiogram","**\n\n1. **Most Likely Disease:**  Cysticercosis is the most likely diagnosis given the combination of shortness of breath, throat drainage, weakness in the wrist, and coughing up blood. This condition is characterized by the growth of parasitic cysts in the brain and spinal cord, often associated with a compromised immune system.\n\n2. **Recommended Medication(s):**  Treatment for cysticercosis typically involves a combination of medications, including:\n    *   **Anthelmintic medications:**  Albendazole and praziquantel are commonly used to eliminate the cysts.\n    *   **Immunosuppressants:**  To reduce the body's immune response to the cysts, corticosteroids or other immunosuppressants may be prescribed.\n    *   **Surgery:** In some cases, surgical removal of cysts may be necessary.\n\n3. **Suggested Medical Test(s):**\n    *   **MRI of the brain and spinal cord:** This is crucial to visualize the cysts and assess their location and extent.\n    *   **Blood tests:** To evaluate liver function, kidney function, and overall health.\n    *   **Lumbar puncture:**  A spinal tap to collect cerebrospinal fluid for analysis and potentially to remove cysts.\n\n**"
1829,"Doctor, I have been experiencing sharp chest pain along with an irregular heartbeat. What could be the problem?","1. **Most Likely Disease:**
Coronary atherosclerosis. This is because it's the only disease in the provided data that lists *both* sharp chest pain and irregular heartbeat as symptoms. While other diseases include sharp chest pain, they do not also list irregular heartbeat.

2. **Recommended Medication(s):**
Aspirin

3. **Suggested Medical Test(s):**
Electrocardiogram","**\n\n1. **Most Likely Disease:** Panic Disorder is the most likely diagnosis given the patient’s symptoms of sharp chest pain and irregular heartbeat. Panic disorder is characterized by intense fear and anxiety, often accompanied by physical symptoms like chest pain, rapid heart rate, and shortness of breath. These symptoms can be triggered by a perceived threat, even if the threat is not real.\n\n2. **Recommended Medication(s):**  Several medications can be considered for managing panic disorder.  **Selective Serotonin Reuptake Inhibitors (SSRIs)** such as **fluoxetine** are commonly prescribed to help regulate serotonin levels in the brain, which can alleviate anxiety and panic symptoms. **Benzodiazepines** like **lorazepam** can provide quick relief from acute panic attacks by calming the nervous system.  **Beta-blockers** like **propranolol** can help regulate heart rate and blood pressure, reducing the physical symptoms associated with panic.\n\n3. **Suggested Medical Test(s):**\n    *   **Electrocardiogram (ECG):** This is crucial to assess the irregular heartbeat and determine its underlying cause.\n    *   **Blood Tests:** Complete blood count (CBC) to rule out anemia or infection, and thyroid function tests to assess thyroid disorders, as these can sometimes mimic cardiac arrhythmias.\n    *   **Panic Disorder Assessment:** A structured clinical interview and standardized questionnaires (e.g., the Panic Disorder Severity Scale) to accurately assess the severity of the panic disorder and identify any co-occurring conditions.\n\n**"
1144,I have been diagnosed with primary kidney disease. What are the required medications for it? ,"Since you indicated there is no reference table available, I will answer using my own medical knowledge.

1. **Most Likely Disease:** Primary Kidney Disease. The prompt itself states the diagnosis, therefore, this is the most likely disease. ""Primary"" indicates the kidney disease originated in the kidneys themselves, rather than being caused by another underlying condition like diabetes or high blood pressure.

2. **Recommended Medication(s):**

*   ACE inhibitors (e.g., Lisinopril, Enalapril)
*   ARBs (e.g., Valsartan, Losartan)
*   Diuretics (e.g., Furosemide, Hydrochlorothiazide)
*   Corticosteroids (e.g., Prednisone)
*   Immunosuppressants (e.g., Cyclosporine, Mycophenolate mofetil)
*   Phosphate binders (e.g., Sevelamer, Lanthanum carbonate)
*   Erythropoiesis-stimulating agents (ESAs) (e.g., Epoetin alfa, Darbepoetin alfa)
*   Vitamin D analogs (e.g., Calcitriol)

3. **Suggested Medical Test(s):**

*   Urinalysis
*   Urine protein creatinine ratio
*   Estimated Glomerular Filtration Rate (eGFR)
*   Kidney ultrasound
*   Kidney biopsy
*   Blood urea nitrogen (BUN)
*   Serum creatinine
*   Electrolyte panel
*   Complete blood count (CBC)
*   Parathyroid hormone (PTH)
*   Vitamin D level","**\n\n1. **Most Likely Disease:** Cirrhosis is the most likely disease given the patient’s diagnosis of primary kidney disease. Cirrhosis is a chronic condition characterized by scarring of the kidneys, which can lead to impaired kidney function and various complications.\n\n2. **Recommended Medication(s):**\n    *   **Laphracetam:** This medication is a potential option for managing the complications of cirrhosis, including edema (swelling) and ascites (fluid buildup in the abdomen).\n    *   **Vitamin D analogs (e.g., calcitriol):** These medications help regulate calcium and phosphate levels, which are often elevated in patients with cirrhosis.\n    *   **ACE inhibitors or ARBs:** These medications can help protect the kidneys from further damage and reduce blood pressure.\n    *   **Monitoring:** Regular blood tests (including kidney function tests, electrolytes, and liver function tests) are crucial to monitor the patient's condition and adjust treatment as needed.\n\n3. **Suggested Medical Test(s):**\n    *   **Kidney Function Tests (Creatinine, BUN, eGFR):** To assess kidney function and detect any decline.\n    *   **Liver Function Tests (ALT, AST, Bilirubin):** To evaluate liver health.\n    *   **Complete Blood Count (CBC):** To check for anemia or other blood abnormalities.\n    *   **Imaging (Ultrasound or CT scan):** To assess the extent of scarring and identify any structural abnormalities in the kidneys.\n\n**"
840,"Doctor, I have been experiencing severe back pain and stiffness. Sometimes the pain even radiates to my neck and shoulders. I also find it difficult to move my back freely.","1. **Most Likely Disease:** Spondylitis. The patient reports back pain, stiffness, and pain radiating to the neck and shoulders, along with limited back mobility. These symptoms strongly align with spondylitis, which involves inflammation of the vertebrae and can cause stiffness and referred pain. Fibromyalgia is also possible as it includes back pain, neck pain, and shoulder pain. However, the stiffness and limited movement described by the patient are more characteristic of spondylitis.

2. **Recommended Medication(s):**
* Cyclobenzaprine
* Diazepam (Valium)
* Carisoprodol (Soma)
* Orphenadrine (Flexon)
* Methocarbamol
* Tizanidine

3. **Suggested Medical Test(s):**
* Plain x-ray (X ray)
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)","**\n\n1. **Most Likely Disease:**  Spondylitis (inflammation of the spine) – The patient’s back pain, stiffness, radiating pain to the neck and shoulders, and difficulty moving the back are all classic symptoms of spondylitis, a condition that can cause inflammation and pain in the spine.\n\n2. **Recommended Medication(s):**  The patient may benefit from pain relievers like **acetaminophen** or **ibuprofen** to manage the pain and inflammation.  In some cases, a corticosteroid injection into the spine may be considered for localized pain relief.  Physical therapy is crucial for strengthening back muscles and improving mobility.\n\n3. **Suggested Medical Test(s):**\n    *   **X-ray:** To rule out other causes of back pain, such as fractures or tumors.\n    *   **MRI:**  To visualize the spinal cord, nerves, and discs to assess for inflammation, degeneration, or other structural abnormalities.\n    *   **Blood tests:** To rule out inflammatory conditions like rheumatoid arthritis or lupus.\n\n**"
4468,"Doctor, I recently had an ultrasound and they found a mass on my kidney. What could this mean?","1. **Most Likely Disease:** Liver cancer. The table lists ""Kidney mass"" as a symptom and ""Ultrasonography (Ultrasound)"" as a medical test associated with Liver cancer. The patient's ultrasound found a kidney mass.

2. **Recommended Medication(s):**
   * Spironolactone

3. **Suggested Medical Test(s):**
   * Ultrasonography (Ultrasound)
   * Magnetic resonance imaging (MRI)","**\n\n1. **Most Likely Disease:** The patient’s recent ultrasound findings suggest a possibility of **Kidney Stone**. Kidney stones can cause significant pain, often radiating down the flank and groin, and can lead to hematuria (blood in the urine). The mass on the kidney could be a portion of the stone.\n\n2. **Recommended Medication(s):** Several medications can be used to manage kidney stone symptoms. These include:\n    *   **Pain relievers:** Ibuprofen or naproxen can help reduce pain and inflammation.\n    *   **Hydration:** Drinking plenty of water is crucial to help flush the stone.\n    *   **Alpha-blockers:** These medications can relax the muscles in the ureter, helping to pass the stone.\n    *   **Antibiotics:** If the stone contains bacteria, antibiotics may be necessary.\n    *   **Thiazide diuretics:** These can help increase urine flow and help flush the stone.\n\n3. **Suggested Medical Test(s):**\n    *   **Urinalysis:** To check for blood, infection, and crystals.\n    *   **Blood work:** To assess kidney function and rule out other conditions.\n    *   **CT scan of the kidney:** To visualize the kidney stone and assess its size and location.\n    *   **X-ray of the abdomen:** To rule out other causes of pain.\n\n**"
713,"Doctor, I was diagnosed with diabetic ketoacidosis. What tests do I need to take?<EOS>","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Diabetic Ketoacidosis (DKA). The patient states they were diagnosed with it.

2. **Recommended Medication(s):**
    * Insulin
    * IV fluids (e.g., Normal Saline)
    * Potassium chloride (if needed)
    * Sodium bicarbonate (in specific circumstances)

3. **Suggested Medical Test(s):**
    * Blood glucose
    * Serum ketones
    * Arterial blood gas (ABG)
    * Electrolyte panel (Sodium, Potassium, Chloride, Bicarbonate)
    * Blood urea nitrogen (BUN) and Creatinine
    * Complete blood count (CBC)
    * Urinalysis
    * EKG
    * Serum Osmolality","\n1. **Most Likely Disease:** Diabetic ketoacidosis (DKA) is the most likely diagnosis based on the patient’s symptoms – persistent nausea, vomiting, abdominal pain, and ketones in the urine. The presence of ketones indicates the body is not producing enough insulin to utilize glucose effectively, leading to a metabolic state of ketosis.\n\n2. **Recommended Medication(s):** The primary treatment for DKA is aggressive insulin therapy to correct the metabolic imbalance.  In addition, medications to lower ketones include:\n    *   **Sodium bicarbonate:** To help neutralize excess acid and improve electrolyte balance.\n    *   **Glucose-6-phosphate dehydrogenase (G6PD) inhibitors:** To reduce the production of ketones.\n    *   **Loop diuretics:** To help flush out excess ketones.\n\n3. **Suggested Medical Test(s):**\n    *   **Blood glucose levels:** To confirm the level of ketosis and assess the severity of the condition.\n    *   **Blood urea nitrogen (BUN) and creatinine levels:** To evaluate kidney function, as DKA can be associated with kidney damage.\n    *   **Electrolyte panel:** To assess sodium, potassium, and other electrolyte imbalances.\n    *   **Complete blood count (CBC):** To check for signs of infection or anemia.\n    *   **Urinalysis:** To assess ketone levels and look for other abnormalities.\n\n"
