Q_ID,Question,Reference_Answer,Answer
5239,"Doctor, I'm experiencing some strange symptoms. I've been acting hostile towards my family, and I'm having problems with my movement. Also, I've noticed that I've been slurring my words lately.","1. **Most Likely Disease:** Substance-related mental disorder. While both stroke and substance-related mental disorder share the ""problems with movement"" symptom, substance-related mental disorder is the only disease listed with ""hostile behavior"" as a symptom, which the patient is experiencing. Slurred speech could potentially be related to a substance.

2. **Recommended Medication(s):**
    *   Lorazepam

3. **Suggested Medical Test(s):**
    *   Hematologic tests (Blood test)","**\n\n1. **Most Likely Disease:** Subdural hemorrhage (Bleeding in the brain) – The patient’s hostile behavior, movement problems, and slurred speech are all concerning symptoms that could be indicative of a serious neurological condition, particularly subdural hemorrhage. The symptoms are complex and require immediate medical attention.\n\n2. **Recommended Medication(s):** Given the potential for a serious neurological issue, immediate treatment is crucial.  Possible medications include:\n    *   **Anticoagulants:**  To prevent further blood clotting, such as heparin or warfarin.\n    *   **Anti-emetics:** To control nausea and vomiting, which could be a symptom of the hemorrhage.\n    *   **Neuroprotective agents:** Medications designed to protect brain cells from damage.\n    *   **Blood Pressure Control:**  To manage any associated hypertension.\n\n3. **Suggested Medical Test(s):**\n    *   **CT Scan of the Brain:** This is the most crucial test to visualize the brain and identify any bleeding or swelling.\n    *   **Electroencephalogram (EEG):** To assess brain electrical activity and look for signs of seizures or other neurological disturbances.\n    *   **Blood Tests:** Complete blood count (CBC), electrolytes, coagulation studies, and possibly a lumbar puncture (spinal tap) to assess for infection or inflammation.\n\n**"
913,"Hi Doctor, I've been feeling very weak and fatigued lately. I also noticed that my muscles have been shrinking and I'm having trouble building muscle. ","1. **Most Likely Disease:** Fibromyalgia. The symptoms of fatigue and muscle pain/difficulty building muscle align with the symptoms listed for fibromyalgia. While muscle wasting can occur in other conditions, it's not a primary feature listed in the table for Cirrhosis, whereas muscle pain and fatigue are core symptoms of Fibromyalgia.

2. **Recommended Medication(s):**
* Pregabalin (Lyrica)
* Tizanidine
* Nortriptyline
* Milnacipran (Savella)
* Chlorzoxazone
* Oxymorphone (Opana)

3. **Suggested Medical Test(s):**
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)
* Bone density scan
* Depression screen (Depression screening)","\n1. **Most Likely Disease:**  Hypothyroidism – This condition involves an underactive thyroid gland, leading to fatigue, muscle weakness, and other symptoms.\n\n2. **Recommended Medication(s):**  Levothyroxine – This synthetic thyroid hormone is commonly prescribed to treat hypothyroidism. Other medications like iron supplements may also be needed to address potential iron deficiency.\n\n3. **Suggested Medical Test(s):**  Thyroid function tests (TSH, T4, T3) – These tests will help determine if the thyroid is functioning properly. A blood test to check for iron deficiency may also be performed.\n\n"
205,"Hi doctor, I am experiencing some pain in my lower abdomen and after a few tests, I have been diagnosed with a benign kidney cyst. What medical tests do I need to undergo now? ","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Benign Kidney Cyst. The patient has already been diagnosed with this based on tests. While lower abdominal pain can have many causes, the question specifically states a diagnosis of a benign kidney cyst. Further testing is to monitor the cyst and rule out complications or other potential causes of the pain.

2. **Recommended Medication(s):**
    *   Pain relievers (e.g., Acetaminophen, Ibuprofen)

3. **Suggested Medical Test(s):**
    *   Repeat Ultrasound
    *   CT Scan of Abdomen and Pelvis
    *   MRI of Abdomen and Pelvis
    *   Urinalysis
    *   Blood Pressure Measurement","\n1. **Most Likely Disease:**\n   Based on the patient's symptoms – lower abdominal pain, benign kidney cyst diagnosis, and the possibility of a related issue, the most likely disease is **Kidney Stone**. Kidney stones can cause severe abdominal pain, often radiating to the lower back and abdomen.\n\n2. **Recommended Medication(s):**\n   Given the kidney stone diagnosis, the following medications might be considered:\n   *   **Pain Relief:**  **Acetaminophen** (Tylenol) is a good first-line option for pain management.\n   *   **Antibiotics:** If there's a risk of infection (e.g., due to the stone's composition), antibiotics like **Ciprofloxacin** or **Amoxicillin-Clavulanate** might be prescribed.\n   *   **Hydration:**  Drinking plenty of water is crucial to help flush the stone.\n   *   **Alpha-Blockers:** Medications like **Tamsulosin** can help relax the ureter and reduce the risk of kidney stone formation.\n\n3. **Suggested Medical Test(s):**\n   *   **Urinalysis:** To check for blood, crystals, and other abnormalities in the urine.\n   *   **Imaging (CT Scan or Ultrasound):**  A CT scan is generally preferred for kidney stones, as it provides detailed images of the kidneys and urinary tract. An ultrasound can be used if a CT scan is not readily available.\n   *   **Blood Tests:** Complete blood count (CBC) to check for infection, and potentially a serum protein electrophoresis to assess kidney function.\n\nLet me know if you'd like me to elaborate on any of these points or explore other potential diagnoses."""
2254,"Doctor, I am experiencing some pain and soreness in my breast, along with some back pain and difficulty breathing. What could be the problem?","1. **Most Likely Disease:** Dengue fever, Problem during pregnancy, Abscess of the lung.
The patient exhibits pain or soreness of the breast, which aligns with dengue fever, back pain, which aligns with problem during pregnancy, and difficulty breathing, which is related to abscess of the lung

2. **Recommended Medication(s):**
*   Acetaminophen
*   Multivitamin, Prenatal
*   Budesonide

3. **Suggested Medical Test(s):**
*   CT scan abdomen (Ct of abdomen)
*   Standard pregnancy test
*   Radiographic imaging procedure","\n1. **Most Likely Disease:**\n   Based on the symptoms – pain and soreness in the breast, back pain, difficulty breathing – the most likely diagnosis is **possible_disease->Dengue_fever->has_symptom->Pain_during_pregnancy->possible_disease**. Dengue fever can present with chest pain, headache, and respiratory issues, and it can be triggered by pregnancy.\n\n2. **Recommended Medication(s):**\n   Given the potential for Dengue fever, and the other symptoms, the following medications might be considered:\n   *   **Antipyretics:** Acetaminophen (Tylenol) or Ibuprofen (Advil, Motrin) to reduce fever and pain.\n   *   **Antiemetics:** If nausea and vomiting are present, an antiemetic like ondansetron (Zofran) could be helpful.\n   *   **Antihistamines:** If allergic reactions are suspected, an antihistamine like loratadine (Claritin) or diphenhydramine (Benadryl) could be used.\n   *   **Decongestants:** To help with nasal congestion, if present.\n\n3. **Suggested Medical Test(s):**\n   *   **Blood Tests:**\n        *   **Complete Blood Count (CBC):** To assess for signs of infection or anemia.\n        *   **Viral Studies:** Dengue fever is viral, so testing for Dengue virus antibodies would be important.\n        *   **Liver Function Tests (LFTs):** To evaluate liver health, as Dengue can sometimes affect the liver.\n        *   **Blood Glucose:** To rule out complications like diabetic ketoacidosis.\n        *   **Electrolytes:** To check for imbalances.\n        *   **Urinalysis:** To check for dehydration.\n\nI'm ready for the next step."""
2007,"Doctor, I've been experiencing shortness of breath, drainage in my throat, weakness in my wrist, and I've been coughing up blood. What could be the problem?","1. **Most Likely Disease:** Abscess of the lung. This is the most likely diagnosis as it is the only disease in the provided data that includes all the major symptoms: shortness of breath, drainage in the throat, wrist weakness (less directly related, but possible due to overall weakness), and coughing up blood (hemoptysis). Atelectasis, while having cough and shortness of breath, doesn't explain the hemoptysis, drainage in the throat or wrist weakness as well.

2. **Recommended Medication(s):**
* Meropenem
* Vancomycin
* Budesonide
* Dexamethasone Topical Product
* Docusate (Colace)

3. **Suggested Medical Test(s):**
* Radiographic imaging procedure
* X-ray computed tomography (Scan ct)
* Plain x-ray (X ray)
* Cardiac monitoring (Cardiac monitor)
* Hematologic tests (Blood test)
* Complete blood count (Cbc)
* Electrocardiogram","\n1. **Most Likely Disease:**  \nLaryngitis – Inflammation of the vocal cords, often caused by viral or bacterial infections, leading to hoarseness and voice changes.\n\n2. **Recommended Medication(s):**\n*   **Acetaminophen** (e.g., Tylenol) – For pain and fever relief.\n*   **Ibuprofen** – For pain and inflammation.\n*   **Rest:** Crucial for vocal cord healing.\n*   **Hydration:** Drinking plenty of fluids helps thin mucus.\n\n3. **Suggested Medical Test(s):**\n*   **Physical Examination of the Throat:** To assess for swelling, redness, or other signs of inflammation.\n*   **Laryngoscopy:** A procedure where a small scope is inserted into the throat to visualize the vocal cords and surrounding tissues. This can help confirm the diagnosis and rule out other conditions.\n\n"
1829,"Doctor, I have been experiencing sharp chest pain along with an irregular heartbeat. What could be the problem?","1. **Most Likely Disease:**
Coronary atherosclerosis. This is because it's the only disease in the provided data that lists *both* sharp chest pain and irregular heartbeat as symptoms. While other diseases include sharp chest pain, they do not also list irregular heartbeat.

2. **Recommended Medication(s):**
Aspirin

3. **Suggested Medical Test(s):**
Electrocardiogram","**\n\n1. **Most Likely Disease:** Panic disorder is the most likely diagnosis given the patient’s symptoms of sharp chest pain and irregular heartbeat. This is because both conditions can be associated with anxiety and a heightened sense of impending doom, leading to erratic heart rhythms.\n\n2. **Recommended Medication(s):** Several medications could be considered, depending on the underlying cause. Options include:\n    *   **Anti-anxiety medications:** Sertraline (Zoloft) or Buspirone (Buspar) could help manage anxiety symptoms.\n    *   **Beta-blockers:** Propranolol (Inderal) can help regulate heart rate and blood pressure, which may be relevant given the irregular heartbeat.\n    *   **Anti-arrhythmic medications:**  A calcium channel blocker like flecainide or diltiazide could be prescribed to stabilize the heart rhythm.\n\n3. **Suggested Medical Test(s):**\n    *   **Electrocardiogram (ECG/EKG):** This is crucial to assess the heart rhythm and identify any abnormalities.\n    *   **Holter Monitor:** A Holter monitor can record the patient's heart rhythm over a longer period (24-48 hours) to detect intermittent arrhythmias.\n    *   **Blood tests:** Complete blood count (CBC) and thyroid function tests may be ordered to rule out other potential causes of the symptoms.\n\n**"
1144,I have been diagnosed with primary kidney disease. What are the required medications for it? ,"Since you indicated there is no reference table available, I will answer using my own medical knowledge.

1. **Most Likely Disease:** Primary Kidney Disease. The prompt itself states the diagnosis, therefore, this is the most likely disease. ""Primary"" indicates the kidney disease originated in the kidneys themselves, rather than being caused by another underlying condition like diabetes or high blood pressure.

2. **Recommended Medication(s):**

*   ACE inhibitors (e.g., Lisinopril, Enalapril)
*   ARBs (e.g., Valsartan, Losartan)
*   Diuretics (e.g., Furosemide, Hydrochlorothiazide)
*   Corticosteroids (e.g., Prednisone)
*   Immunosuppressants (e.g., Cyclosporine, Mycophenolate mofetil)
*   Phosphate binders (e.g., Sevelamer, Lanthanum carbonate)
*   Erythropoiesis-stimulating agents (ESAs) (e.g., Epoetin alfa, Darbepoetin alfa)
*   Vitamin D analogs (e.g., Calcitriol)

3. **Suggested Medical Test(s):**

*   Urinalysis
*   Urine protein creatinine ratio
*   Estimated Glomerular Filtration Rate (eGFR)
*   Kidney ultrasound
*   Kidney biopsy
*   Blood urea nitrogen (BUN)
*   Serum creatinine
*   Electrolyte panel
*   Complete blood count (CBC)
*   Parathyroid hormone (PTH)
*   Vitamin D level","**\n\n1. **Most Likely Disease:** Cirrhosis is the most likely disease given the patient's diagnosis of primary kidney disease. Cirrhosis is a chronic condition characterized by scarring of the kidneys, which can lead to impaired function and various complications.\n\n2. **Recommended Medication(s):**\n    *   **Laphracetam:** This medication is a potential option for managing the complications of cirrhosis, including edema (swelling) and ascites (fluid buildup).\n    *   **Vitamin D analogs:** These medications can help improve calcium metabolism and reduce the risk of cardiovascular complications associated with cirrhosis.\n    *   **ACE inhibitors or ARBs:** These medications can help protect the kidneys from further damage and reduce blood pressure.\n    *   **Monitoring:** Regular blood tests (including kidney function tests, electrolytes, and markers of inflammation) are crucial to monitor the progression of the disease and adjust treatment as needed.\n\n3. **Suggested Medical Test(s):**\n    *   **Kidney Function Tests (Creatinine, BUN, eGFR):** To assess kidney function and detect any decline.\n    *   **Complete Blood Count (CBC):** To check for anemia and other blood abnormalities.\n    *   **Lipid Panel:** To assess cholesterol levels, as cirrhosis is associated with an increased risk of cardiovascular disease.\n    *   **Imaging (Ultrasound or CT Scan):** To evaluate the extent of scarring in the kidneys and identify any structural abnormalities.\n\n**"
840,"Doctor, I have been experiencing severe back pain and stiffness. Sometimes the pain even radiates to my neck and shoulders. I also find it difficult to move my back freely.","1. **Most Likely Disease:** Spondylitis. The patient reports back pain, stiffness, and pain radiating to the neck and shoulders, along with limited back mobility. These symptoms strongly align with spondylitis, which involves inflammation of the vertebrae and can cause stiffness and referred pain. Fibromyalgia is also possible as it includes back pain, neck pain, and shoulder pain. However, the stiffness and limited movement described by the patient are more characteristic of spondylitis.

2. **Recommended Medication(s):**
* Cyclobenzaprine
* Diazepam (Valium)
* Carisoprodol (Soma)
* Orphenadrine (Flexon)
* Methocarbamol
* Tizanidine

3. **Suggested Medical Test(s):**
* Plain x-ray (X ray)
* Physical therapy exercises (Exercises)
* Magnetic resonance imaging (Mri)","**\n\n1. **Most Likely Disease:**  Spondylitis (inflammation of the spine) – The patient’s symptoms of severe back pain, stiffness, radiating pain to the neck and shoulders, and difficulty moving the back are highly suggestive of Spondylitis. It’s a chronic inflammatory condition affecting the spine.\n\n2. **Recommended Medication(s):**\n    *   **NSAIDs (Non-Steroidal Anti-Inflammatory Drugs):**  Ibuprofen, Naproxen, or Celecoxib (Celecoxib is a COX-2 inhibitor, potentially with fewer gastrointestinal side effects).\n    *   **Glucosamine and Chondroitin:**  May help with joint inflammation and pain.\n    *   **Topical Analgesics:** Capsaicin cream or other topical pain relievers.\n    *   **Physical Therapy:**  Essential for strengthening back muscles and improving mobility.\n\n3. **Suggested Medical Test(s):**\n    *   **X-ray of the Spine:** To rule out fractures or other structural abnormalities.\n    *   **MRI of the Spine:**  To assess for inflammation, disc degeneration, and other soft tissue changes.\n    *   **Blood Tests:**  Complete blood count (CBC), Erythrocyte Sedimentation Rate (ESR), and C-Reactive Protein (CRP) to evaluate for inflammation.\n\n**"
4468,"Doctor, I recently had an ultrasound and they found a mass on my kidney. What could this mean?","1. **Most Likely Disease:** Liver cancer. The table lists ""Kidney mass"" as a symptom and ""Ultrasonography (Ultrasound)"" as a medical test associated with Liver cancer. The patient's ultrasound found a kidney mass.

2. **Recommended Medication(s):**
   * Spironolactone

3. **Suggested Medical Test(s):**
   * Ultrasonography (Ultrasound)
   * Magnetic resonance imaging (MRI)","\n1. **Most Likely Disease:**  \n   The mass detected on the ultrasound is most likely a **renal cyst**. Renal cysts are fluid-filled sacs that can develop in the kidneys. They are often benign (non-cancerous) and can vary in size.\n\n2. **Recommended Medication(s):**\n   While there isn't a single \""cure\"" for renal cysts, treatment options depend on the size and characteristics of the cyst.  Possible options include:\n   *   **Observation:**  Small cysts may be monitored with regular ultrasounds to see if they grow.\n   *   **Medication:**  In some cases, medications like corticosteroids (prednisone) may be prescribed to shrink the cyst and reduce inflammation.\n   *   **Drainage:**  If the cyst is large or causing symptoms, a surgical drain may be necessary to remove fluid.\n\n3. **Suggested Medical Test(s):**\n   *   **Ultrasound Repeat:** A repeat ultrasound is crucial to assess the cyst's size, shape, and any changes over time.\n   *   **Kidney Biopsy:**  A biopsy (taking a small sample of tissue) may be necessary to determine the cyst's true nature and rule out other potential causes.\n   *   **Blood Tests:**  Blood tests can check for signs of inflammation or infection.\n\n"
713,"Doctor, I was diagnosed with diabetic ketoacidosis. What tests do I need to take?<EOS>","Since there is no reference table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Diabetic Ketoacidosis (DKA). The patient states they were diagnosed with it.

2. **Recommended Medication(s):**
    * Insulin
    * IV fluids (e.g., Normal Saline)
    * Potassium chloride (if needed)
    * Sodium bicarbonate (in specific circumstances)

3. **Suggested Medical Test(s):**
    * Blood glucose
    * Serum ketones
    * Arterial blood gas (ABG)
    * Electrolyte panel (Sodium, Potassium, Chloride, Bicarbonate)
    * Blood urea nitrogen (BUN) and Creatinine
    * Complete blood count (CBC)
    * Urinalysis
    * EKG
    * Serum Osmolality","**\n\n1. **Most Likely Disease:**  Diabetic ketoacidosis (DKA) is a serious condition requiring immediate medical attention. It’s characterized by high blood sugar levels, ketones in the blood, and metabolic acidosis. The symptoms – altered mental status, fruity breath, nausea, vomiting, and abdominal pain – strongly suggest this diagnosis.\n\n2. **Recommended Medication(s):**  The primary treatment for DKA involves rapid correction of the metabolic imbalance. This typically includes:\n    *   **Insulin:** To lower blood sugar levels.\n    *   **Fluid Replacement:** To correct dehydration and electrolyte imbalances.\n    *   **Electrolyte Replacement:** To restore proper balance of sodium, potassium, and other electrolytes.\n    *   **Specific Medications:**  Depending on the severity, medications like glucose-6-phosphate dehydrogenase (G6PD) inhibitors may be prescribed to prevent hemolysis.\n\n3. **Suggested Medical Test(s):**\n    *   **Blood Glucose Test:** To assess blood sugar levels and confirm the diagnosis.\n    *   **Ketone Level:** A blood ketone test is crucial to determine the level of ketones in the blood.\n    *   **Complete Blood Count (CBC):** To evaluate for signs of infection or other complications.\n    *   **Electrolyte Panel:** To assess electrolyte levels.\n    *   **Kidney Function Tests:** To assess kidney function, as DKA can be associated with kidney issues.\n\n**"
